"Item Number","Item Description","Qty 1","UPC","On Order Qty","Department Name","","","","","","","","","","","","","","","",""
"1040","CLASSIC PRINCESS STORIES","0","9780709719502","0","Books","","","","","","","","","","","","","","","",""
"1063","Brother LC3019YXXL","0","0012502645986","0","Stationery","","","","","","","","","","","","","","","",""
"1092","Let's Learn Infant Phonics K1","-1","9781533219053","0","Books","","","","","","","","","","","","","","","",""
"1119","Helix Set Square 60-30","1","0079252325100","0","Books","","","","","","","","","","","","","","","",""
"826","PARTY STREAMERS","1","8409730022320","0","CRAFT","","","","","","","","","","","","","","","",""
"858","Language Tree SB 6","0","","0","SERVICE","","","","","","","","","","","","","","","",""
"885","FUNDAMENTALS OF IT TECHNOLOGY BOOK 3","2","","0","Old Stock","","","","","","","","","","","","","","","",""
"912","Multiple Choice Asst Test","4","9789768010834","0","NOT USE IN OLD HARBOUR","","","","","","","","","","","","","","","",""
"939","MODERN MATH BK 5","18","9789768251466","0","NOT USE IN OLD HARBOUR","","","","","","","","","","","","","","","",""
"977","RULER 12'","18","7453015127546","0","Stationery","","","","","","","","","","","","","","","",""
"1004","HP XL 664 black","-1","0889296597186","0","Stationery","","","","","","","","","","","","","","","",""
"1015","WHITE BOY SHIRT 14","3","","0","Uniform","","","","","","","","","","","","","","","",""
"1041","ILLUSTRATED TREASSURY OF CLASSIC STORIES","0","9781782099857","0","Books","","","","","","","","","","","","","","","",""
"1064","DALLY DUCK","-1","9781782702399","0","Stationery","","","","","","","","","","","","","","","",""
"1093","Rainbow Reader 2 Workbook","1","9789768251183","0","Books","","","","","","","","","","","","","","","",""
"1120","Helix Oxford Origin Math Set","9","0079252317501","0","Books","","","","","","","","","","","","","","","",""
"827","SUN BABY","0","7453015136258","0","CRAFT","","","","","","","","","","","","","","","",""
"859","JUST THINK PERFORMANCE TASK 6","3","9789768245809","0","Books","","","","","","","","","","","","","","","",""
"886","English B for CSEC","1","9789766381080","0","Old Stock","","","","","","","","","","","","","","","",""
"913","Composition Practice Bk5","0","9789766460075","0","NOT USE IN OLD HARBOUR","","","","","","","","","","","","","","","",""
"940","CONCEPT MATH GR1","20","","0","NOT USE IN OLD HARBOUR","","","","","","","","","","","","","","","",""
"978","CLEAR RULER","2","4006381111140","0","Stationery","","","","","","","","","","","","","","","",""
"1005","664 hp colour","4","0889296597124","0","Stationery","","","","","","","","","","","","","","","",""
"1016","WHITE GIRL SHIRT 10","4","","0","Uniform","","","","","","","","","","","","","","","",""
"1042","LITTLE RED RIDING HOOD","0","9781782702382","0","Books","","","","","","","","","","","","","","","",""
"1065","Brother LC3019CXXL","0","0012502645962","0","Stationery","","","","","","","","","","","","","","","",""
"1094","Reggae Reader 2","12","9780230725638","0","Books","","","","","","","","","","","","","","","",""
"1121","Helix Oxford Clash Math Set","0","5060375975230","0","Books","","","","","","","","","","","","","","","",""
"828","TODY CASTLE","14","7453015125085","0","CRAFT","","","","","","","","","","","","","","","",""
"860","GEL-INK 0.5MM","0","","0","Stationery","","","","","","","","","","","","","","","",""
"887","FUNDAMENTALS OF IT TECHNOLOGY BOOK 2","1","","0","Old Stock","","","","","","","","","","","","","","","",""
"914","Nelson Primary Maths Junior Book 3","1","9780748796274","0","NOT USE IN OLD HARBOUR","","","","","","","","","","","","","","","",""
"941","CONCEPTS INTRODUCTION","14","","0","NOT USE IN OLD HARBOUR","","","","","","","","","","","","","","","",""
"979","12'' ruler","-1","0026487771202","0","Stationery","","","","","","","","","","","","","","","",""
"1006","studmark stapler {4305}","5","7453015103243","0","Stationery","","","","","","","","","","","","","","","",""
"1017","WHITE GIRL SHIRT 14","9","","0","Uniform","","","","","","","","","","","","","","","",""
"1043","AT THE CARNIVAL","0","9781442435377","0","Books","","","","","","","","","","","","","","","",""
"1066","TAPE IT CELLO TAPE","15","0021854005089","0","Stationery","","","","","","","","","","","","","","","",""
"1095","Rainbow Reader 3 Workbook","12","9789768251213","0","Books","","","","","","","","","","","","","","","",""
"1122","Helix 30'' Acrylic T-Square","-1","0079252323366","0","Stationery","","","","","","","","","","","","","","","",""
"829","FOAM FRIENDS FOREVER","0","7453015116328","0","CRAFT","","","","","","","","","","","","","","","",""
"861","KHAKI PANTS 20","3","","0","Uniform","","","","","","","","","","","","","","","",""
"888","New Caribbean Junior English 1 - An Integrated Approach","0","9780602252403","0","Old Stock","","","","","","","","","","","","","","","",""
"915","Composition Practice BK4","10","0978976646006","0","NOT USE IN OLD HARBOUR","","","","","","","","","","","","","","","",""
"942","CONCEPTS IN MATHS  GRADE 2 VOL 2","8","","0","NOT USE IN OLD HARBOUR","","","","","","","","","","","","","","","",""
"980","BAMBOO SKEWERS","23","8409730054932","0","Stationery","","","","","","","","","","","","","","","",""
"1007","Padded envelope 14 X 16","6","","0","Stationery","","","","","","","","","","","","","","","",""
"1018","WHITE GIRL SHIRT 16","5","","0","Uniform","","","","","","","","","","","","","","","",""
"1044","GOLDILOCKS AND THE THREE BEARS","0","9780723272663","0","Books","","","","","","","","","","","","","","","",""
"1067","A-Z L/S EXPANDING FOLDER","1","0078973181712","0","Stationery","","","","","","","","","","","","","","","",""
"1096","Language Tree SB 3","26","9780230481459","0","Books","","","","","","","","","","","","","","","",""
"1123","Papermate 24pk Pencils","5","0073640224242","0","Stationery","","","","","","","","","","","","","","","",""
"830","MEDLEY PUZZLE","0","6905420605801","0","CRAFT","","","","","","","","","","","","","","","",""
"862","A Separate Peace","9","9780435121327","0","Old Stock","","","","","","","","","","","","","","","",""
"889","New Caribbean Junior English 3 - An Integrated Approach","0","","0","Old Stock","","","","","","","","","","","","","","","",""
"916","EASY PASS FOR GSAT SCIENCE 4-6","3","","0","NOT USE IN OLD HARBOUR","","","","","","","","","","","","","","","",""
"943","CONCEPTS IN MATHS  GRADE 2 VOL 1","14","","0","NOT USE IN OLD HARBOUR","","","","","","","","","","","","","","","",""
"981","CARBON","168","7453015149371","0","Stationery","","","","","","","","","","","","","","","",""
"1019","WHITE GIRL SHIRT 12","9","","0","Uniform","","","","","","","","","","","","","","","",""
"1045","CHICKEN LICKEN","0","9780723272977","0","Books","","","","","","","","","","","","","","","",""
"1068","CUTTER","0","6921734920515","0","Stationery","","","","","","","","","","","","","","","",""
"1097","Reggae Reader 3","0","9780230026230","0","Books","","","","","","","","","","","","","","","",""
"1124","Maped Duo Colorpeps Markers","22","3154148470106","0","Stationery","","","","","","","","","","","","","","","",""
"1136","SCRAP BOOK SM","0","0877521000341","0","Stationery","","","","","","","","","","","","","","","",""
"831","FOAM SHAPE","0","6905420605900","0","CRAFT","","","","","","","","","","","","","","","",""
"863","The Taming of the Shrew","3","9780521425056","0","Old Stock","","","","","","","","","","","","","","","",""
"890","Macmillan Primary Integrated Studies - My School Grade 1 Term 3","0","9781405059718","0","Old Stock","","","","","","","","","","","","","","","",""
"917","EASY PASS FOR GSAT LANGUAGEE 4-6","2","","0","NOT USE IN OLD HARBOUR","","","","","","","","","","","","","","","",""
"1020","WHITE ROUNDNECK BLOUSE 14","3","","0","Uniform","","","","","","","","","","","","","","","",""
"1046","CHICKEN LICKENEPPAPIG  GOING ON HOLIDAY","0","9780241312506","0","Books","","","","","","","","","","","","","","","",""
"1069","Infant Int Mathematics wkbk2","-11","97897682379765","0","Books","","","","","","","","","","","","","","","",""
"1098","Mission Science WB 5","27","9781380013149","0","Books","","","","","","","","","","","","","","","",""
"1125","Helix Flexi 12'' Ruler","6","0079252318713","0","Stationery","","","","","","","","","","","","","","","",""
"1139","SUNSONG 1","3","9780582765559","0","Books","","","","","","","","","","","","","","","",""
"1156","Bond Assessment in English 8-9","-1","9780192740021","0","Books","","","","","","","","","","","","","","","",""
"1170","Mathematics Performance Task Grade 5 - Prepping For PEP","23","9789769629165","0","Books","","","","","","","","","","","","","","","",""
"1197","boys Colouring Book","0","0871936002280","0","SERVICE","","","","","","","","","","","","","","","",""
"832","LETTER /NUMBERS  MAGNETIC","0","6902032065023","0","CRAFT","","","","","","","","","","","","","","","",""
"864","Ways of Sunlight","6","9780582642614","0","Old Stock","","","","","","","","","","","","","","","",""
"891","BRIGHT SPARKS MATHS WKBK 4","12","9780230401198","0","Old Stock","","","","","","","","","","","","","","","",""
"918","EASY PASS FOR GSAT MATHEMATICS 4-6","3","","0","NOT USE IN OLD HARBOUR","","","","","","","","","","","","","","","",""
"1021","WHITE ROUNDNECK BLOUSE 12","3","","0","Uniform","","","","","","","","","","","","","","","",""
"1047","Crayola 24 pk Pencil Crayon","15","0071662040246","0","Stationery","","","","","","","","","","","","","","","",""
"1070","Infant Integrated Math wkbk 3","27","9789768237903","0","Books","","","","","","","","","","","","","","","",""
"1099","Rainbow Readers 5 Workbook","0","9789768251336","0","Books","","","","","","","","","","","","","","","",""
"1126","Helix Flower Pencil Case","0","5060375976329","0","Stationery","","","","","","","","","","","","","","","",""
"1140","Caribbean School Atlas","9","9781510434660","0","Books","","","","","","","","","","","","","","","",""
"1157","Bond Verbal Reasoning 8-9","0","","0","Books","","","","","","","","","","","","","","","",""
"833","LADY BUG","7","7453015150261","0","CRAFT","","","","","","","","","","","","","","","",""
"865","Crick Crack Monkey","5","9780435989514","0","Old Stock","","","","","","","","","","","","","","","",""
"892","how does my body work","0","9781405007399","0","Old Stock","","","","","","","","","","","","","","","",""
"919","EASY PASS FOR GSAT SOCIAL STUDIES 4-6","1","","0","NOT USE IN OLD HARBOUR","","","","","","","","","","","","","","","",""
"1022","SMALL INVOICE WITH CARBON","14","","0","Stationery","","","","","","","","","","","","","","","",""
"1048","Crayola 12 pk Pencil Crayon","36","0071662041120","0","Stationery","","","","","","","","","","","","","","","",""
"1071","Infant Integrated Studies wkbk2","21","97897682378734","0","Books","","","","","","","","","","","","","","","",""
"1100","Rainbow Reader Workbook 6","8","9789768251350","0","Books","","","","","","","","","","","","","","","",""
"1127","Helix Wave Pencil Case","0","5060375976336","0","Stationery","","","","","","","","","","","","","","","",""
"1141","CTL LANGUAGE ARTS BK 1","4","9789766381141","0","Books","","","","","","","","","","","","","","","",""
"1158","Bond Assesment Non-verbal 8-9","0","","0","Books","","","","","","","","","","","","","","","",""
"1171","Mastering Comprehension Skills Grade 4","0","9789768235381","0","Books","","","","","","","","","","","","","","","",""
"1198","PREMIUM Modeling Clay","1","0851806000981","0","Stationery","","","","","","","","","","","","","","","",""
"834","CAPITAL  LETTERS","0","8657420110035","0","CRAFT","","","","","","","","","","","","","","","",""
"866","Macbeth - Nelson Shakespeare","3","9780748769551","0","Old Stock","","","","","","","","","","","","","","","",""
"893","New Caribbean Junior Reader 1","0","9780602226732","0","Old Stock","","","","","","","","","","","","","","","",""
"920","LET'S HAVE FUN WITH SPANISH BOOK 2","1","","0","NOT USE IN OLD HARBOUR","","","","","","","","","","","","","","","",""
"1023","WHITE ROUNDNECK BLOUSE 16","4","","0","Uniform","","","","","","","","","","","","","","","",""
"1049","4 QUIRE ROBIN","4","","0","Stationery","","","","","","","","","","","","","","","",""
"1072","Infant Integrated Math wkbk1","6","97897682379758","0","Books","","","","","","","","","","","","","","","",""
"1101","Mission Science Workbook 6","6","9781380013163","0","Books","","","","","","","","","","","","","","","",""
"1128","Sarget Art Jumbo Pencils","0","0042229272752","0","Stationery","","","","","","","","","","","","","","","",""
"1142","CTL MATHEMATICS BK 1","18","","0","Books","","","","","","","","","","","","","","","",""
"1159","JAMAICA PRIMARY SS NSC SB","0","","0","Books","","","","","","","","","","","","","","","",""
"1172","Carlong First Steps in Science Year 6","1","9789766382292","0","Books","","","","","","","","","","","","","","","",""
"1199","GLITTER TUBE  GREEN","0","0871936002259","0","Stationery","","","","","","","","","","","","","","","",""
"835","GLITTER ROOM DECO","0","4892861875387","0","CRAFT","","","","","","","","","","","","","","","",""
"867","Geography WBK 2","1","9789768202840","0","Old Stock","","","","","","","","","","","","","","","",""
"894","Culture workbook","0","9781405059800","0","Old Stock","","","","","","","","","","","","","","","",""
"921","HODDER COMPEREHENSION BK6","7","9781444150339","0","NOT USE IN OLD HARBOUR","","","","","","","","","","","","","","","",""
"1050","3 QUIRE ROBIN","11","","0","Stationery","","","","","","","","","","","","","","","",""
"1073","Infant Integrated Phonics Wkbk3","19","9789768237897","0","Books","","","","","","","","","","","","","","","",""
"1102","Jamaica Primary S/S Workbook 6","27","9781380019059","0","Books","","","","","","","","","","","","","","","",""
"1129","Helix Cambridge Maths Set","3","0079252315019","0","Stationery","","","","","","","","","","","","","","","",""
"1143","CARLONG PRACTICS PAPER LANGUAGE","2","9789766382315","0","Books","","","","","","","","","","","","","","","",""
"1160","Max HD- STAPLES","21","4902870746865","0","Stationery","","","","","","","","","","","","","","","",""
"1173","Carlong Practice Papers Science for PEP","8","9789766382339","0","Books","","","","","","","","","","","","","","","",""
"1200","GLITTER TUBE  SLIVER","0","0871936002235","0","Stationery","","","","","","","","","","","","","","","",""
"836","STAR/ SEA ANIMALS","0","7453015150278","0","CRAFT","","","","","","","","","","","","","","","",""
"868","GEOGRAPHY WORK FOR CSEC","3","9789768202864","0","Old Stock","","","","","","","","","","","","","","","",""
"895","Discovering Numeracy","1","9789769528352","0","Old Stock","","","","","","","","","","","","","","","",""
"922","HEALTH & FAMILY LIFE EDUCATION BK 1","5","9781405086653","0","NOT USE IN OLD HARBOUR","","","","","","","","","","","","","","","",""
"1051","2 QUIRE ROBIN","-5","","0","Stationery","","","","","","","","","","","","","","","",""
"1074","Infant Integrated Studies Wkbk3","16","9789768237941","0","Books","","","","","","","","","","","","","","","",""
"1103","Language Tree SB 6","5","9781380009869","0","Books","","","","","","","","","","","","","","","",""
"1130","MEAD H/C BOOK","-116","0043100099109","0","Books","","","","","","","","","","","","","","","",""
"1144","COLLINS S/S JAMAICA ATLAS","-11","9780008298678","0","Books","","","","","","","","","","","","","","","",""
"1161","STUDMARK MINI STAPLER","0","7453015152289","0","Stationery","","","","","","","","","","","","","","","",""
"1174","Carlong Practice Papers Social Studies for PEP","1","9789766382346","0","Books","","","","","","","","","","","","","","","",""
"1201","STUDENT DOUBLE DECK PENCILE BOX","0","0871936003447","0","Stationery","","","","","","","","","","","","","","","",""
"837","GLITTER HAPPY BIRTHDAY","0","7453038439718","0","CRAFT","","","","","","","","","","","","","","","",""
"869","Information Tech. for CXC","4","9780582827905","0","Old Stock","","","","","","","","","","","","","","","",""
"896","Smart Speller Book 2 - An Integrated Approach","0","9789766380205","0","Old Stock","","","","","","","","","","","","","","","",""
"923","Maths - Integ. Practise Test","0","9789766380953","0","NOT USE IN OLD HARBOUR","","","","","","","","","","","","","","","",""
"1052","JAMAICAN DRIVER GUIDE","-1","0751991620530","0","Stationery","","","","","","","","","","","","","","","",""
"1075","Infant Integrated Phonicswkbk 2","36","9789768237880","0","Books","","","","","","","","","","","","","","","",""
"1104","Mordern Maths 6","9","9789768251497","0","Books","","","","","","","","","","","","","","","",""
"1131","INFANT PHONICS WKB 1","14","0978976823780","0","Books","","","","","","","","","","","","","","","",""
"1145","C .R.C CSEC BIOLOGY","6","9780008157876","0","Books","","","","","","","","","","","","","","","",""
"1162","RESISTANCE AND REVOLT","1","9789766060107","0","Books","","","","","","","","","","","","","","","",""
"1175","Gateway to Literacy -Carlong Integrated Assessment Papers - Language Arts Book 3","21","9789766381387","0","Books","","","","","","","","","","","","","","","",""
"1203","Movement Towards Emancipation","9","9789766060077","0","Books","","","","","","","","","","","","","","","",""
"838","LOVE YOU PHRASES","0","7453038450720","0","CRAFT","","","","","","","","","","","","","","","",""
"870","HODDER COMPREHENSION BK1","9","9781444150247","0","Old Stock","","","","","","","","","","","","","","","",""
"897","new Caribbean English junior- An integrated Approach","0","9780602252434","0","Old Stock","","","","","","","","","","","","","","","",""
"924","Carlong Integrated Practice Tests For GSAT Science Part 1","0","9789766380861","0","NOT USE IN OLD HARBOUR","","","","","","","","","","","","","","","",""
"1053","3x5  INDEX CARDS","10","0078787401365","0","Stationery","","","","","","","","","","","","","","","",""
"1076","FIRST CHOICE COMPUTER 1","9","9789769518568","0","Books","","","","","","","","","","","","","","","",""
"1105","A Cow called Boy","15","9780230733435","0","Books","","","","","","","","","","","","","","","",""
"1132","INFANT INTEGRATED STUDIES WKB1","2","9789768237927","0","Books","","","","","","","","","","","","","","","",""
"1146","C .R.C CSEC PHYSICS","10","9780008157890","0","Books","","","","","","","","","","","","","","","",""
"1163","PRIME MATHS PRACTICE BK 6","13","9789814769990","0","Books","","","","","","","","","","","","","","","",""
"1176","Let's Learn Together Math K1","6","9781533219138","0","Books","","","","","","","","","","","","","","","",""
"1204","Movements Towards Independence","10","9789766060060","0","Books","","","","","","","","","","","","","","","",""
"839","Adhesive ringstone","1","7453038446501","0","CRAFT","","","","","","","","","","","","","","","",""
"871","HODDER COMPREHENSION 2","3","9781444150254","0","Old Stock","","","","","","","","","","","","","","","",""
"898","DEVELOPING SKILLS IN COMPOSITION PRIMARY _x000D_
BOOK 3","0","","0","Old Stock","","","","","","","","","","","","","","","",""
"925","CINDERELLA","1","9780723272687","0","NOT USE IN OLD HARBOUR","","","","","","","","","","","","","","","",""
"1054","SARGENT ART DOUGH 6","0","0042229534041","0","Stationery","","","","","","","","","","","","","","","",""
"1077","Art smock medium","15","0042229251078","0","Stationery","","","","","","","","","","","","","","","",""
"1106","Oxford Primary Dictionary","0","9780192773531","0","Books","","","","","","","","","","","","","","","",""
"1147","C .R.C CSEC BIOLOGY","0","","0","Books","","","","","","","","","","","","","","","",""
"1164","PEP MENTAL ABILITY WKBK 6","-6","9789769572621","0","Books","","","","","","","","","","","","","","","",""
"1177","HOLY BIBLE RSV","9","9780564097432","0","Books","","","","","","","","","","","","","","","",""
"1205","A+ Metalic Jumbo Crayons","0","0871936004130","0","Stationery","","","","","","","","","","","","","","","",""
"1219","A+ Homework 2 Compartment Designed Fabric Pouch","-2","0871936009562","0","Books","","","","","","","","","","","","","","","",""
"840","Rose's adhesive","8","7453010072841","0","CRAFT","","","","","","","","","","","","","","","",""
"872","Caribbean Primary Mathematics Level 6","2","9780602307790","0","Old Stock","","","","","","","","","","","","","","","",""
"899","COMPUTER DICTIONARY","0","9780199112401","0","Old Stock","","","","","","","","","","","","","","","",""
"926","Language Arts - Integ. Pract.","0","9789766380977","0","NOT USE IN OLD HARBOUR","","","","","","","","","","","","","","","",""
"1055","SARGENT ART DOUGH 3","0","0042229534034","0","Stationery","","","","","","","","","","","","","","","",""
"1078","ORDER BOOK LARGE","7","","0","Stationery","","","","","","","","","","","","","","","",""
"1107","Oxford Student Dictionary","42","9780192766465","0","Books","","","","","","","","","","","","","","","",""
"1148","JUST THINK ABILITY TEST 5 & 6","7","9789768245762","0","Books","","","","","","","","","","","","","","","",""
"1165","Oxford Caribbean Student Atlas","0","","0","Books","","","","","","","","","","","","","","","",""
"1178","HOLY BIBLE LARGE PRINT KJV","1","9780718095567","0","Books","","","","","","","","","","","","","","","",""
"1206","A+ Homework 12pk White Chalk","0","0851806000530","0","Stationery","","","","","","","","","","","","","","","",""
"1220","Studmark Document Button Bag","0","7453015117110","0","Stationery","","","","","","","","","","","","","","","",""
"841","DECORATIVE STRIPES","1","7453038471602","0","CRAFT","","","","","","","","","","","","","","","",""
"873","Macmillan Primary Integrated Studies - My Family Grade 1 Term 2","1","9781405059701","0","Old Stock","","","","","","","","","","","","","","","",""
"900","My Environment","0","9781405059817","0","Old Stock","","","","","","","","","","","","","","","",""
"927","MATHS TOPIC BY TOPIC","3","9789766480875","0","Books","","","","","","","","","","","","","","","",""
"1079","Studmark Foam Mat 0-9","0","7453015154405","0","Stationery","","","","","","","","","","","","","","","",""
"1108","Tales from the West Indies","0","9780192750778","0","Books","","","","","","","","","","","","","","","",""
"1149","STUDMARK STICKER BK","0","7453015137224","0","Books","","","","","","","","","","","","","","","",""
"1167","ARRIS BALL POINT 0.7","-81","6921734934178","0","Stationery","","","","","","","","","","","","","","","",""
"1179","MATHEMATICS MADE REAL BK 1","5","9789766060503","0","Books","","","","","","","","","","","","","","","",""
"1207","A+ Homework Eraser Caps","0","0871936006875","0","Stationery","","","","","","","","","","","","","","","",""
"1222","MATHEMATICS WORKBOOK 4","-15","0895914001614","0","Books","","","","","","","","","","","","","","","",""
"1224","HIGHLIGHTER ASSORTED COLOURS","-155","6921734905451","0","Stationery","","","","","","","","","","","","","","","",""
"1080","Corela ABC Stickers","0","8657420110028","0","Stationery","","","","","","","","","","","","","","","",""
"1109","The Wooing of Beppo Tate","6","9780175662821","0","Books","","","","","","","","","","","","","","","",""
"1150","CE278A TONER BLK","0","","0","Books","","","","","","","","","","","","","","","",""
"1180","LYF Adjustments to Emancipation","1","9789766060282","0","Books","","","","","","","","","","","","","","","",""
"1208","A+ Homework 3x5 Index Cards","-1","0871936007018","0","Stationery","","","","","","","","","","","","","","","",""
"1226","CXC Revision Course for Physics","0","","0","Books","","","","","","","","","","","","","","","",""
"1230","The Lion, The Witch and The Wardrobe - C.S. Lewis","6","9780003300093","0","Books","","","","","","","","","","","","","","","",""
"1239","Integrated Language Arts 6","24","9789768237835","0","Books","","","","","","","","","","","","","","","",""
"1245","HAND CALCULATOR HC-110","-1","7453015153927","0","Stationery","","","","","","","","","","","","","","","",""
"1253","NELSON'S NEW WEST INDIAN READER","6","9780175663408","0","Books","","","","","","","","","","","","","","","",""
"1254","Wimpy kid: The Third Wheel","1","9780141345741","0","Books","","","","","","","","","","","","","","","",""
"1264","Pritt Craft PVA GLUE","8","5010305046486","0","Stationery","","","","","","","","","","","","","","","",""
"1392","STABLIO BLK PENCILS","-1","4006381156295","0","Stationery","","","","","","","","","","","","","","","",""
"1401","Ladybird :FUN WITH OLD THINGS","0","9780241262191","0","Books","","","","","","","","","","","","","","","",""
"1419","C.R.C CSEC HUMAN & SOCIAL BIOLOGY","2","9780008273408","0","Books","","","","","","","","","","","","","","","",""
"1429","INVISIBLE TAPE","28","6935205303646","0","Stationery","","","","","","","","","","","","","","","",""
"1449","Reggae Readers Bk 1","7","9780230725621","0","Books","","","","","","","","","","","","","","","",""
"1450","collins spanish dictionary","5","9780008183653","0","Books","","","","","","","","","","","","","","","",""
"1456","LITTLE STAR PRESCHOOL MATHEMATICS","8","9789769579484","0","Books","","","","","","","","","","","","","","","",""
"1462","SKETCH PAD SMALL","-2","0877521000457","0","Stationery","","","","","","","","","","","","","","","",""
"1464","SMART KIDS WRITING NUMERALS","11","","0","Books","","","","","","","","","","","","","","","",""
"1466","Verbal Reasoning 8-9 Years Old","4","9780192740328","0","Books","","","","","","","","","","","","","","","",""
"1475","STUDMARK 2'' CELLO","0","7453015117424","0","Stationery","","","","","","","","","","","","","","","",""
"1081","Expanding file F/C","0","7453015108996","0","Stationery","","","","","","","","","","","","","","","",""
"1110","Backfire","6","9780333152195","0","Books","","","","","","","","","","","","","","","",""
"1151","ruler 12''","6","7453015151428","0","Stationery","","","","","","","","","","","","","","","",""
"1181","COLLINS JAMAICA DICTIONERY","8","9780008219055","0","Books","","","","","","","","","","","","","","","",""
"1209","A+ Homework Drawing Stencils","0","0871936009067","0","Stationery","","","","","","","","","","","","","","","",""
"1227","IT for CSEC","0","","0","Books","","","","","","","","","","","","","","","",""
"1231","The New Language Arts for Grade 6 (R. Narinesingh & B. Seetahal-Maraj)","13","9789769535268","0","Books","","","","","","","","","","","","","","","",""
"1240","Social Studies for CSEC","2","9780333648148","0","Books","","","","","","","","","","","","","","","",""
"1246","INACOPIA F/S PAPER","12","5602024909243","0","Stationery","","","","","","","","","","","","","","","",""
"1255","Wimpy kid: The Long Haul","1","9780141354224","0","Books","","","","","","","","","","","","","","","",""
"1265","RIGHT START INTRODUCTORY READER","-7","9789769517523","0","Books","","","","","","","","","","","","","","","",""
"1268","Grammar Plus","1","9789766481476","0","Books","","","","","","","","","","","","","","","",""
"1082","Studmark Coloured Binder Clips","11","7453015153323","0","Stationery","","","","","","","","","","","","","","","",""
"1111","Response","0","9780175663538","0","Books","","","","","","","","","","","","","","","",""
"1152","STUDMARK PENCIL","284","7453015142105","0","Stationery","","","","","","","","","","","","","","","",""
"1182","SKETCH PAD 14 X 13","30","","0","Books","","","","","","","","","","","","","","","",""
"1210","A+ Homework 6 colour Glitter","0","0042196630241","0","Stationery","","","","","","","","","","","","","","","",""
"1228","Longman Office Admin for CSEC","0","","0","Books","","","","","","","","","","","","","","","",""
"1232","GTN CIP BK4 MATHEMATICS","1","9789766381073","0","Books","","","","","","","","","","","","","","","",""
"1241","ID HOLDER","48","0068488058746","0","Stationery","","","","","","","","","","","","","","","",""
"1247","PRICEING LABELS","-2","7453015102437","0","Stationery","","","","","","","","","","","","","","","",""
"1256","Wimpy kid: How Greg Heffley Went to Hollywood","0","9780141345154","0","Books","","","","","","","","","","","","","","","",""
"1266","FRENCH DICTIONARY","0","9780007530960","0","Books","","","","","","","","","","","","","","","",""
"1269","Ladybird:Little Red Riding Hood","0","9780241254462","0","Books","","","","","","","","","","","","","","","",""
"1083","Studmark Traffic Stickers","10","7453015152425","0","Stationery","","","","","","","","","","","","","","","",""
"1112","My Father Sun Sun Johnson","6","9780230733466","0","Books","","","","","","","","","","","","","","","",""
"1153","DOUBLE LINE BOOK","20","0782151000701","0","Books","","","","","","","","","","","","","","","",""
"1183","DELMAY 300 PG","-4","0877521000068","0","Stationery","","","","","","","","","","","","","","","",""
"1211","A+ Homework Student Storage Box","0","0871936001566","0","Stationery","","","","","","","","","","","","","","","",""
"1233","CRGJ ENGLISH 2ed","2","9789766380212","0","Books","","","","","","","","","","","","","","","",""
"1242","1 Quire Robin","9","","0","Books","","","","","","","","","","","","","","","",""
"1248","MODELING CLAY CRAYOLA","10","0071662003005","0","Stationery","","","","","","","","","","","","","","","",""
"1257","Wimpy kid: The Meltdown","0","9780141378206","0","Books","","","","","","","","","","","","","","","",""
"1267","KHAKI PANTS SIZE 12","1","","0","Uniform","","","","","","","","","","","","","","","",""
"1270","Ladybird: My First Animals","0","9780723297086","0","Books","","","","","","","","","","","","","","","",""
"1278","Redemption Songs","0","9780007212378","0","Books","","","","","","","","","","","","","","","",""
"1084","Studmark Animal sticker","1","7453015154245","0","Stationery","","","","","","","","","","","","","","","",""
"1113","Rainbow Readers year 1 reader 2","0","0097681853254","0","Books","","","","","","","","","","","","","","","",""
"1184","PEP Practice for Grades 4, 5 & 6 (Curriculum Based Tests - Social Studies)","11","9781734807004","0","Books","","","","","","","","","","","","","","","",""
"1212","Sleeping Beauty level 2","-3","9780723272939","0","Stationery","","","","","","","","","","","","","","","",""
"1234","Bond verbal Reasoning 10-11years","0","9780192740359","0","Books","","","","","","","","","","","","","","","",""
"1243","Fun With Colours","20","","0","Books","","","","","","","","","","","","","","","",""
"1249","MASKIN TAPE 2X 60","36","0021854001739","0","Stationery","","","","","","","","","","","","","","","",""
"1258","Wimpy kid: Awesome Friendly Kid","0","9780241405604","0","Books","","","","","","","","","","","","","","","",""
"1271","Ladybird: MY First ABC","0","9780723299608","0","Books","","","","","","","","","","","","","","","",""
"1279","Exploring Science Gr 7 wbk","7","9780008263300","0","Books","","","","","","","","","","","","","","","",""
"1283","Nurturing Numeracy WBK 4","3","9789769572614","0","Books","","","","","","","","","","","","","","","",""
"1310","ELMER GLUE","36","0026000013222","0","Stationery","","","","","","","","","","","","","","","",""
"1185","Rainbow Readers workbk 4","5","9789768251237","0","Books","","","","","","","","","","","","","","","",""
"1213","NEW SHIP","0","","0","Books","","","","","","","","","","","","","","","",""
"1235","Bond  Non-Verbal Reasoning 11+ BK 1","-3","","0","Books","","","","","","","","","","","","","","","",""
"1250","WHITE BOARDERASER","1","7453015127577","0","Stationery","","","","","","","","","","","","","","","",""
"1259","The Cloud with the Silver Lining cxc","0","9780230733442","0","Books","","","","","","","","","","","","","","","",""
"1272","Ladybird: MY First Numbers","0","9780723297079","0","Books","","","","","","","","","","","","","","","",""
